0,642327
0,148644
0,144224
0,173647
0,127918
0,149905
0,13481
0,149044
0,137921
0,145234
0,1313
0,142553
0,139008
0,149256
0,135697
0,122798
0,153877
0,143034
0,140459
0,131133
0,151361
0,099213
0,100245
0,12289
0,119336
0,112192
0,111948
0,096676
0,117531
0,097748
0,096316
0,105794
0,097133
0,086924
0,108899
0,100324
0,096434
0,111569
0,104761
0,109764
0,113932
0,107442
0,107851
0,106153
0,105384
0,10724
0,110216
0,099853
0,098431
0,100348
0,096886
0,102702
0,10197
0,099906
0,105782
0,106373
0,106965
0,095177
0,093591
0,096367
0,09561
0,100319
0,103161
0,098015
0,107605
0,105435
0,088905
0,099794
0,096265
0,102472
0,118287
0,107413
0,098565
0,1
0,10446
0,105747
0,100846
0,099395
0,116825
0,103703
0,107478
0,094391
0,101179
0,09751
0,097031
0,09458
0,099709
0,106995
0,099812
0,095667
0,098446
0,10208
0,107747
0,097669
0,0982
0,098988
0,10498
0,095866
0,099466
0,108954
0,095951
0,082674
0,088466
0,092258
0,081755
0,088369
0,081566
0,101588
0,088096
0,105957
0,094573
0,103199
0,085203
0,09242
0,084628
0,119238
0,10129
0,097997
0,094608
0,095472
0,087471
0,087309
0,077558
0,078768
0,091149
0,077598
0,085017
0,09412
0,074094
0,08355
0,083099
0,085076
0,086531
0,097837
0,087579
0,081639
0,088518
0,089736
0,098296
0,088715
0,086006
0,085188
0,085155
0,085697
0,085373
0,081007
0,107845
0,100864
0,092332
0,100322
0,090219
0,108653
0,092906
0,097783
0,084245
0,078872
0,097255
0,088183
0,075222
0,089731
0,082531
0,094112
0,080172
0,087738
0,080501
0,084276
0,090452
0,075895
0,08288
0,082414
0,076376
0,073739
0,082739
0,091139
0,081538
0,080814
0,09107
0,089218
0,080397
0,099658
0,083583
0,088953
0,077635
0,078409
0,095046
0,084395
0,089413
0,083775
0,089877
0,090895
0,074847
0,089932
0,089698
0,091987
0,094257
0,08337
0,083495
0,065608
0,08164
0,069638
0,070392
0,070063
0,076571
0,078971
0,075381
0,081298
0,078591
0,082991
0,080303
0,070664
0,070649
0,069233
0,073535
0,073417
0,072203
0,080717
0,075554
0,068968
0,078163
0,087095
0,07583
0,079394
0,083106
0,075105
0,071737
0,076386
0,07237
0,072031
0,069709
0,069583
0,097385
0,079655
0,09206
0,079555
0,078386
0,093281
0,0813
0,070731
0,084261
0,079858
0,070506
0,069006
0,079171
0,078761
0,073089
0,070046
0,070931
0,075823
0,077584
0,072524
0,07648
0,076719
0,074912
0,086261
0,095233
0,093553
0,086479
0,079647
0,087299
0,077767
0,079031
0,081659
0,07092
0,071903
0,077007
0,07291
0,06978
0,070706
0,067656
0,066547
0,072645
0,077556
0,07528
0,074013
0,082653
0,079256
0,074329
0,077728
0,075009
0,078344
0,076312
0,095355
0,070524
0,076041
0,070116
0,068751
0,073809
0,080214
0,082386
0,079548
0,075455
0,079486
0,07454
0,076324
0,075502
0,083153
0,073971
0,076364
0,085544
0,078872
0,073212
0,070205
0,073947
0,079255
0,07666
0,076962
0,092958
0,118612
0,072392
0,073353
0,067879
0,070038
0,072952
0,071132
0,077369
0,068814
0,070768
0,078328
0,067537
0,082869
0,082574
0,071983
0,076846
0,074351
0,074175
0,076965
0,078504
0,075602
0,075972
0,072332
0,072779
0,075237
0,069313
0,069516
0,081002
0,065066
0,079501
0,069941
0,070278
0,072224
0,077561
0,075763
0,073268
0,091523
0,078105
0,107754
0,086574
0,084682
0,088456
0,087574
0,083547
0,079875
0,084011
0,080701
0,092595
0,082743
0,083765
0,073784
0,090404
0,087416
0,082127
0,080915
0,088132
0,094525
0,079569
0,080909
0,095556
0,084654
0,092917
0,08324
0,079014
0,084954
0,076317
0,088033
0,080945
0,086015
0,094616
0,078418
0,079549
0,077188
0,084272
0,07877
0,081743
0,094384
0,079821
0,083524
0,098934
0,088779
0,080561
0,080115
0,088847
0,085144
0,078448
0,078968
0,083768
0,087491
0,090669
0,081713
0,079165
0,089291
0,079859
0,088295
0,078769
0,084059
0,082576
0,078302
0,086292
0,083675
0,081165
0,092762
0,082721
0,082057
0,077458
0,079281
0,096702
0,090392
0,075573
0,082457
0,08173
0,076829
0,076275
0,070175
0,079468
0,069903
0,072517
0,073754
0,069773
0,069637
0,073819
0,079833
0,125577
0,067937
0,08192
0,066268
0,073364
0,069033
0,071999
0,072594
0,071649
0,07497
0,233121
0,077977
0,078028
0,075622
0,073223
0,082841
0,085765
0,075721
0,069612
0,073472
0,073218
0,083359
0,077266
0,079318
0,080615
0,072502
0,073539
0,078503
0,077266
0,085481
0,093535
0,066911
0,070421
0,071202
0,069262
0,072154
0,073191
0,072935
0,074925
0,080673
0,077292
0,081468
0,081002
0,074688
0,092139
0,073485
0,069236
0,069004
0,092267
0,09265
0,069744
0,070827
0,07048
0,082709
0,077558
0,072999
0,077315
0,07686
0,081452
0,075205
0,087025
0,084252
0,066359
0,070751
0,078055
0,078131
0,093262
0,078921
0,074224
0,134782
0,120018
0,074548
0,076918
0,074228
0,072266
0,075998
0,072742
0,071983
0,070461
0,070514
0,071408
0,077249
0,082394
0,079193
0,077251
0,07304
0,081194
0,072752
0,069669
0,087347
0,075555
0,071167
0,082344
0,074379
0,078888
0,068274
0,074416
0,090686
0,066042
0,081304
0,088538
0,0788
0,07214
0,072308
0,067907
0,072787
0,079016
0,084478
0,078208
0,083484
0,087805
0,089061
0,07039
0,081068
0,089922
0,07466
0,07544
0,079219
0,071529
0,082392
0,073735
0,082739
0,077015
0,069357
0,066353
0,074682
0,084629
0,073909
0,075534
0,070805
0,074704
0,074859
0,082361
0,075083
0,078252
0,077011
0,076431
0,121868
0,069212
0,077196
0,079131
0,07619
0,078661
0,076148
0,074355
0,086732
0,077163
0,077613
0,073042
0,071022
0,077752
0,070441
0,069988
0,076629
0,073921
0,076043
0,080238
0,078953
0,074358
0,07452
0,082561
0,071157
0,073196
0,080779
0,082644
0,075196
0,076143
0,072684
0,080695
0,075026
0,074393
0,067464
0,064834
0,09252
0,081834
0,07555
0,084463
0,073837
0,065896
0,073125
0,077575
0,077969
0,074898
0,078076
0,080594
0,064317
0,07774
0,08886
0,080961
0,090874
0,103675
0,093977
0,091366
0,084504
0,078225
0,081646
0,077504
0,074143
0,079082
0,09034
0,074408
0,077949
0,075672
0,083047
0,074247
0,070193
0,072392
0,072
0,072393
0,076934
0,065582
0,065405
0,092581
0,070387
0,077128
0,070501
0,069902
0,07324
0,070434
0,072938
0,07005
0,067299
0,069674
0,084734
0,085089
0,08388
0,075914
0,069685
0,069734
0,072418
0,069355
0,073149
0,073524
0,070286
0,123847
0,069868
0,074615
0,080691
0,08191
0,068907
0,08627
0,079316
0,086684
0,07767
0,085643
0,072281
0,069145
0,073012
0,073206
0,076637
0,074067
0,077421
0,079489
0,07657
0,092863
0,091698
0,086217
0,086929
